"","st_sensor_code","st_value_1","datetime","year","csum","x"
"320",748,0,2020-02-11 09:00:00,"2020",0,0000-02-11 09:00:00
"321",748,0,2020-02-11 08:00:00,"2020",0,0000-02-11 08:00:00
"322",748,0,2020-02-11 06:59:59,"2020",0,0000-02-11 07:00:00
"323",748,0,2020-02-11 06:00:00,"2020",0,0000-02-11 06:00:00
"324",748,0,2020-02-11 05:00:00,"2020",0,0000-02-11 05:00:00
"325",748,0,2020-02-11 03:59:59,"2020",0,0000-02-11 04:00:00
"326",748,0,2020-02-11 03:00:00,"2020",0,0000-02-11 03:00:00
"327",748,0,2020-02-11 02:00:00,"2020",0,0000-02-11 02:00:00
"328",748,0,2020-02-11 00:59:59,"2020",0,0000-02-11 01:00:00
"329",748,0,2020-02-11 00:00:00,"2020",0,0000-02-11 00:00:00
"330",748,0,2020-02-10 23:00:00,"2020",0,0000-02-10 23:00:00
"331",748,0,2020-02-10 21:59:59,"2020",0,0000-02-10 22:00:00
"332",748,0,2020-02-10 21:00:00,"2020",0,0000-02-10 21:00:00
"333",748,0,2020-02-10 20:00:00,"2020",0,0000-02-10 20:00:00
"334",748,0,2020-02-10 18:59:59,"2020",0,0000-02-10 19:00:00
"335",748,0,2020-02-10 18:00:00,"2020",0,0000-02-10 18:00:00
"336",748,0,2020-02-10 17:00:00,"2020",0,0000-02-10 17:00:00
"337",748,0,2020-02-12 15:59:59,"2020",0,0000-02-12 16:00:00
"338",748,0,2020-02-12 15:00:00,"2020",0,0000-02-12 15:00:00
"339",748,0,2020-02-12 14:00:00,"2020",0,0000-02-12 14:00:00
"340",748,0,2020-02-12 12:59:59,"2020",0,0000-02-12 13:00:00
"341",748,0,2020-02-12 12:00:00,"2020",0,0000-02-12 12:00:00
"342",748,0,2020-02-12 11:00:00,"2020",0,0000-02-12 11:00:00
"343",748,0,2020-02-12 09:59:59,"2020",0,0000-02-12 10:00:00
"344",748,0,2020-02-12 09:00:00,"2020",0,0000-02-12 09:00:00
"345",748,0,2020-02-12 08:00:00,"2020",0,0000-02-12 08:00:00
"346",748,0,2020-02-12 06:59:59,"2020",0,0000-02-12 07:00:00
"347",748,0,2020-02-12 06:00:00,"2020",0,0000-02-12 06:00:00
"348",748,0,2020-02-12 05:00:00,"2020",0,0000-02-12 05:00:00
